#time,accel_x,accel_y,accel_z
2875.546521,-1036.288319,-20281.642811,81052.903688
2875.549051,-4293.194464,12435.459826,79520.712692
2875.551582,-14211.954086,36418.132346,78907.836294
2875.554112,19689.478057,-81718.735997,82125.437386
2875.556643,-32124.937883,98891.513851,71246.881314
2875.559174,-13471.748144,23242.466579,82125.437386
2875.561704,24722.878463,7846.182985,80746.465489
2875.564235,-24870.919651,52554.621882,76762.768900
2875.566765,3552.988522,20281.642811,79520.712692
2875.569296,9326.594869,-5773.606348,78294.959896
2875.571826,-10955.047942,14211.954086,76915.987999
2875.574357,16432.571912,8882.471304,81052.903688
2875.576888,-15840.407159,-5625.565159,78448.178995
2875.579418,5477.523971,-2664.741391,79980.369991
2875.581949,3552.988522,6365.771101,79061.055394
2875.584479,-9326.594869,14952.160028,78907.836294
2875.587010,2812.782580,11103.089130,79061.055394
2875.589541,-6217.729913,4589.276840,76303.111601
2875.592071,740.205942,16728.654289,79520.712692
2875.594602,-1776.494261,-14359.995275,80440.027290
2875.597132,-6217.729913,-4441.235652,80286.808190
2875.599663,6661.853478,-2516.700203,79061.055394
2875.602193,-1184.329507,7105.977043,78294.959896
2875.604724,6365.771101,6069.688724,80133.589091
2875.607255,-4737.318029,-5625.565159,76149.892501
2875.609785,4293.194464,-4589.276840,79061.055394
2875.612316,-1924.535449,-11103.089130,81206.122788
2875.614846,1924.535449,-0.000000,80899.684589
2875.617377,-2072.576638,-11251.130318,77375.645298
2875.619907,-4589.276840,7402.059420,76762.768900
2875.622438,-740.205942,-2960.823768,82278.656485
2875.624969,3701.029710,-11695.253884,83657.628382
2875.627499,-444.123565,740.205942,76303.111601
2875.630030,-11843.295072,-17320.819043,81052.903688
2875.632560,-7105.977043,-20429.683999,79214.274493
2875.635090,5329.482782,-40267.203245,82278.656485
2875.637619,-12583.501014,-12139.377449,80440.027290
2875.640148,-23242.466579,21169.889941,74464.482406
2875.642678,6809.894666,-4293.194464,80593.246390
2875.645207,-17172.777854,21762.054695,76609.549800
2875.647736,-8142.265362,-20133.601622,79980.369991
2875.650266,11843.295072,-7254.018232,80593.246390
2875.652795,-35677.926404,34493.596897,76456.330700
2875.655324,-20873.807564,-10807.006753,81972.218286
2875.657854,-2516.700203,10214.842000,78294.959896
2875.660383,-14508.036463,17024.736666,78601.398095
2875.662912,2960.823768,888.247130,80440.027290
2875.665442,-4145.153275,-10214.842000,79673.931792
2875.667971,-1036.288319,-14804.118840,77682.083497
2875.670500,1036.288319,-8438.347739,78448.178995
2875.673030,2072.576638,4589.276840,80593.246390
2875.675559,-3404.947333,1332.370696,79980.369991
2875.678088,0.000000,-1776.494261,78907.836294
2875.680618,-4145.153275,-11843.295072,78294.959896
2875.683147,-4885.359217,-6365.771101,78294.959896
2875.685676,-2812.782580,10955.047942,80440.027290
2875.688206,1924.535449,-8586.388927,82125.437386
2875.690735,0.000000,4441.235652,78448.178995
2875.693264,-3108.864956,6661.853478,76456.330700
2875.695794,-4293.194464,6957.935855,77375.645298
2875.698323,-3256.906145,-7254.018232,81818.999186
2875.700852,888.247130,20133.601622,81359.341888
2875.703382,-4589.276840,-8734.430116,77222.426198
2875.705911,1036.288319,-296.082377,79827.150892
2875.708440,-10807.006753,10955.047942,78294.959896
2875.710970,-1628.453072,1776.494261,79214.274493
2875.713499,1184.329507,17468.860231,79827.150892
2875.716028,-10658.965565,5921.647536,79061.055394
2875.718558,0.000000,2516.700203,75843.454302
2875.721087,-6513.812290,17024.736666,78294.959896
2875.723616,1924.535449,-444.123565,82125.437386
2875.726146,-6217.729913,-28868.031738,83964.066581
2875.728675,-15840.407159,8586.388927,77069.207099
2875.731204,-27239.578666,64990.081708,76149.892501
2875.733734,-14359.995275,-9918.759623,80746.465489
2875.736261,-3849.070898,13323.706956,79367.493593
2875.738789,-16284.530724,31532.773129,77069.207099
2875.741317,-2368.659014,33753.390955,79520.712692
2875.743844,7550.100608,-37602.461854,80440.027290
2875.746372,-5921.647536,-7402.059420,79673.931792
2875.748900,-444.123565,11399.171507,76609.549800
2875.751427,-3256.906145,-8438.347739,82891.532884
2875.753955,-5625.565159,10510.924376,79214.274493
2875.756483,296.082377,8290.306550,78141.740796
2875.759010,-8734.430116,16136.489536,77835.302597
2875.761538,1480.411884,18949.272115,78448.178995
2875.764066,1924.535449,-7105.977043,79061.055394
2875.766593,2664.741391,1480.411884,78294.959896
2875.769121,-4737.318029,-444.123565,79827.150892
2875.771649,-1628.453072,19393.395680,78907.836294
2875.774176,-3849.070898,2368.659014,78601.398095
2875.776704,-3701.029710,5477.523971,77988.521696
2875.779232,-3256.906145,16136.489536,79827.150892
2875.781759,-592.164754,-15544.324782,79673.931792
2875.784287,-10214.842000,-10955.047942,79520.712692
2875.786815,2220.617826,6069.688724,79673.931792
2875.789342,-10066.800811,6809.894666,78294.959896
2875.791870,0.000000,9918.759623,79673.931792
2875.794398,-10955.047942,-6513.812290,76915.987999
2875.796925,-3701.029710,-1036.288319,79980.369991
2875.799453,148.041188,-1480.411884,82278.656485
2875.801981,-888.247130,-9918.759623,80133.589091
2875.804508,-1036.288319,-2368.659014,77069.207099
2875.807036,-6217.729913,-2368.659014,77375.645298
2875.809564,1332.370696,-6217.729913,81665.780087
2875.812091,-296.082377,1776.494261,78294.959896
2875.814619,-3552.988522,-16728.654289,81818.999186
2875.817147,3997.112087,31384.731941,75690.235202
2875.819674,3849.070898,57736.063476,74770.920605
2875.822202,15988.448347,-41895.656317,82891.532884
2875.824730,15396.283594,61733.175563,76609.549800
2875.827257,9622.677246,-62325.340316,78294.959896
2875.829785,23094.425390,-21910.095883,82278.656485
2875.832313,-13175.665768,-6217.729913,75843.454302
2875.834840,5625.565159,-28719.990550,78907.836294
2875.837369,12879.583391,-46188.850781,85189.819378
2875.839897,-15544.324782,6957.935855,73391.948708
2875.842426,-2664.741391,-29164.114115,81206.122788
2875.844954,-21021.848753,13619.789333,78601.398095
2875.847483,-9622.677246,-22206.178260,79827.150892
2875.850011,-1184.329507,8882.471304,79214.274493
2875.852540,9622.677246,-3404.947333,77528.864398
2875.855068,-8882.471304,7698.141797,76149.892501
2875.857596,-2664.741391,3701.029710,78294.959896
2875.860125,5329.482782,2072.576638,81665.780087
2875.862653,-3997.112087,1332.370696,81206.122788
2875.865182,1628.453072,-9178.553681,77835.302597
2875.867710,-2960.823768,11103.089130,76762.768900
2875.870239,-1332.370696,-10658.965565,79367.493593
2875.872767,-5181.441594,-11399.171507,81206.122788
2875.875296,-2368.659014,11843.295072,80133.589091
2875.877824,-8586.388927,13027.624579,77069.207099
2875.880353,1036.288319,9770.718434,78601.398095
2875.882881,-3849.070898,15840.407159,77528.864398
2875.885409,-9918.759623,18061.024985,77682.083497
2875.887938,8882.471304,-6809.894666,83657.628382
2875.890466,-3849.070898,-2664.741391,80133.589091
2875.892995,-5477.523971,-1776.494261,76762.768900
2875.895523,1036.288319,8734.430116,77222.426198
2875.898052,-7994.224174,20133.601622,79827.150892
2875.900580,6217.729913,1776.494261,81206.122788
2875.903109,-4737.318029,-8586.388927,81359.341888
2875.905637,8290.306550,27091.537477,75843.454302
2875.908166,1776.494261,38194.626607,74924.139704
2875.910694,6513.812290,45596.686027,77988.521696
2875.913222,16876.695478,-91933.577996,85802.695776
2875.915751,6513.812290,41451.532752,77375.645298
2875.918279,-21910.095883,-22650.301825,77988.521696
2875.920808,15840.407159,40711.326810,77375.645298
2875.923336,0.000000,-45448.644839,77375.645298
2875.925865,11695.253884,20281.642811,82431.875585
2875.928393,-21614.013506,10214.842000,78601.398095
2875.930922,-9030.512492,-2220.617826,79980.369991
2875.933450,-17468.860231,47373.180288,77682.083497
2875.935979,-10214.842000,3997.112087,78754.617194
2875.938507,5329.482782,11251.130318,79367.493593
2875.941035,-13323.706956,13175.665768,79827.150892
2875.943563,-592.164754,-888.247130,76762.768900
2875.946091,-3701.029710,3701.029710,79367.493593
2875.948619,-7105.977043,16876.695478,82278.656485
2875.951147,-1924.535449,17320.819043,79520.712692
2875.953675,-3256.906145,11695.253884,77375.645298
2875.956203,-9770.718434,-5033.400406,76456.330700
2875.958731,5033.400406,17912.983796,80746.465489
2875.961259,-8586.388927,-11399.171507,80746.465489
2875.963787,-5033.400406,-4737.318029,80746.465489
2875.966315,2812.782580,2664.741391,77988.521696
2875.968843,-10955.047942,-3256.906145,77375.645298
2875.971372,7105.977043,10807.006753,81359.341888
2875.973900,-4885.359217,-7846.182985,78754.617194
2875.976428,5181.441594,-5477.523971,80440.027290
2875.978956,-4737.318029,592.164754,79214.274493
2875.981484,-740.205942,-9622.677246,79520.712692
2875.984012,-5625.565159,6661.853478,77835.302597
2875.986540,-740.205942,-13767.830521,78601.398095
2875.989068,5625.565159,-2960.823768,82431.875585
2875.991596,-1332.370696,-5477.523971,79214.274493
2875.994124,-10066.800811,-18061.024985,78601.398095
2875.996652,-148.041188,-592.164754,78601.398095
2875.999180,8882.471304,-42487.821071,83197.971083
2876.001708,-2960.823768,-33901.432144,80746.465489
2876.004236,-18209.066173,33753.390955,72779.072310
2876.006764,9474.636058,-7698.141797,80133.589091
2876.009293,-6661.853478,15692.365970,79061.055394
2876.011821,592.164754,-4589.276840,79061.055394
2876.014349,18505.148550,-71355.852809,83657.628382
2876.016877,-48113.386230,26351.331535,77835.302597
2876.019405,-7698.141797,-15248.242405,77222.426198
2876.021933,26055.249158,-19393.395680,79520.712692
2876.024461,-17764.942608,23686.590144,77222.426198
2876.026989,-2516.700203,-4737.318029,79520.712692
2876.029517,2812.782580,888.247130,79520.712692
2876.032045,-11843.295072,5181.441594,77682.083497
2876.034573,-9474.636058,-9918.759623,77835.302597
2876.037101,740.205942,14508.036463,81359.341888
2876.039628,3552.988522,-11695.253884,81512.560987
2876.042155,-4145.153275,-13175.665768,76303.111601
2876.044682,-3404.947333,8290.306550,78448.178995
2876.047209,2812.782580,-5329.482782,80746.465489
2876.049736,-1184.329507,-7994.224174,80286.808190
2876.052262,-2220.617826,9030.512492,79061.055394
2876.054789,-9178.553681,10807.006753,76303.111601
2876.057316,5625.565159,16136.489536,79214.274493
2876.059843,-3701.029710,4145.153275,77682.083497
2876.062370,-1628.453072,19245.354492,79367.493593
2876.064897,5625.565159,-11991.336260,80440.027290
2876.067424,-1924.535449,-2516.700203,79520.712692
2876.069951,-5625.565159,6069.688724,78907.836294
2876.072477,-5921.647536,4885.359217,75996.673402
2876.075004,-6069.688724,8142.265362,80133.589091
2876.077531,-2960.823768,9770.718434,77988.521696
2876.080058,-10066.800811,2072.576638,79061.055394
2876.082585,10510.924376,31828.855506,76456.330700
2876.085112,3256.906145,49001.633360,78754.617194
2876.087639,18061.024985,4737.318029,77682.083497
2876.090166,22798.343014,-23094.425390,78141.740796
2876.092692,-3404.947333,1628.453072,77835.302597
2876.095219,7846.182985,-10066.800811,80286.808190
2876.097746,4589.276840,-24722.878463,79980.369991
2876.100273,-10807.006753,37306.379477,77222.426198
2876.102800,-11695.253884,15544.324782,79520.712692
2876.105327,-8142.265362,4441.235652,79214.274493
2876.107854,-5477.523971,28423.908173,77069.207099
2876.110380,-9474.636058,7994.224174,79520.712692
2876.112907,2812.782580,15692.365970,79980.369991
2876.115434,-9474.636058,6957.935855,76762.768900
2876.117961,-2960.823768,-10807.006753,78754.617194
2876.120488,-3552.988522,12583.501014,79061.055394
2876.123015,-3997.112087,10362.883188,81052.903688
2876.125542,296.082377,20133.601622,79673.931792
2876.128069,-6809.894666,-1332.370696,77682.083497
2876.130595,-10066.800811,6513.812290,77222.426198
2876.133122,3849.070898,11991.336260,81052.903688
2876.135649,-10510.924376,-9326.594869,79980.369991
2876.138176,-5625.565159,-888.247130,80899.684589
2876.140704,4589.276840,-6365.771101,76915.987999
2876.143232,-6957.935855,740.205942,77835.302597
2876.145760,2812.782580,9918.759623,80440.027290
2876.148288,-5921.647536,-4737.318029,77528.864398
2876.150817,5773.606348,-2072.576638,81359.341888
2876.153345,-6217.729913,-3404.947333,78141.740796
2876.155873,740.205942,-7254.018232,79061.055394
2876.158401,-3404.947333,-2812.782580,78601.398095
2876.160929,-1480.411884,-6217.729913,79061.055394
2876.163457,-3108.864956,7846.182985,79980.369991
2876.165985,-592.164754,-16432.571912,81665.780087
2876.168514,1480.411884,-2812.782580,76915.987999
2876.171042,3997.112087,26647.413912,76149.892501
2876.173570,12139.377449,-35529.885216,80746.465489
2876.176098,11991.336260,2516.700203,80286.808190
2876.178626,-2812.782580,2516.700203,75230.577904
2876.181154,18653.189738,-5625.565159,81512.560987
2876.183682,-21762.054695,12731.542202,75537.016103
2876.186210,10066.800811,-58772.351795,82278.656485
2876.188739,18653.189738,-54331.116143,83657.628382
2876.191267,-22798.343014,21465.972318,74158.044206
2876.193795,5773.606348,-11103.089130,80593.246390
2876.196323,-1480.411884,-6217.729913,79520.712692
2876.198851,-12583.501014,1184.329507,79520.712692
2876.201379,5625.565159,-740.205942,81206.122788
2876.203907,-17764.942608,6365.771101,77222.426198
2876.206435,-6809.894666,-1480.411884,78294.959896
2876.208964,-3404.947333,13323.706956,79367.493593
2876.211492,0.000000,-8290.306550,81972.218286
2876.214020,-296.082377,-9474.636058,79520.712692
2876.216548,-7698.141797,3108.864956,77222.426198
2876.219076,1480.411884,-2220.617826,79520.712692
2876.221604,-5181.441594,-6661.853478,79980.369991
2876.224132,-2960.823768,12583.501014,79214.274493
2876.226660,-1628.453072,3849.070898,78907.836294
2876.229189,1332.370696,18061.024985,78294.959896
2876.231717,-3108.864956,10955.047942,77375.645298
2876.234245,-1628.453072,17912.983796,78601.398095
2876.236773,3108.864956,-6217.729913,80746.465489
2876.239301,1776.494261,-2220.617826,80593.246390
2876.241829,-8882.471304,3552.988522,78141.740796
2876.244357,1924.535449,-1924.535449,77222.426198
2876.246885,-3701.029710,17468.860231,79061.055394
2876.249413,-3701.029710,-5477.523971,83810.847481
2876.251941,11991.336260,23094.425390,74924.139704
2876.254468,-6513.812290,19541.436869,77988.521696
2876.256996,-10066.800811,51814.415940,78294.959896
2876.259524,9030.512492,35381.844028,76609.549800
2876.262052,25018.960840,-24130.713709,81206.122788
2876.264580,-740.205942,13915.871710,77528.864398
2876.267108,7550.100608,-8142.265362,79673.931792
2876.269636,19837.519246,17912.983796,76915.987999
2876.272164,-6957.935855,54183.074954,72932.291410
2876.274692,2516.700203,4885.359217,85036.600278
2876.277220,4293.194464,5477.523971,77835.302597
2876.279747,-23686.590144,2220.617826,76762.768900
2876.282275,20873.807564,8142.265362,78754.617194
2876.284803,-13471.748144,592.164754,78754.617194
2876.287331,4441.235652,-5033.400406,81052.903688
2876.289859,3256.906145,-12435.459826,78754.617194
2876.292387,-10658.965565,15248.242405,80593.246390
2876.294915,2812.782580,20873.807564,78141.740796
2876.297443,-6217.729913,10658.965565,77528.864398
2876.299971,-11399.171507,6365.771101,78601.398095
2876.302499,6069.688724,19393.395680,81512.560987
2876.305026,-8290.306550,-12731.542202,79061.055394
2876.307554,-8882.471304,-740.205942,79367.493593
2876.310082,-592.164754,1332.370696,78754.617194
2876.312610,-3256.906145,-4145.153275,79827.150892
2876.315138,1776.494261,13471.748144,80440.027290
2876.317666,-2812.782580,-12879.583391,76915.987999
2876.320194,2220.617826,-1924.535449,79367.493593
2876.322722,-4589.276840,-1776.494261,79980.369991
2876.325250,2812.782580,-5181.441594,80440.027290
2876.327778,740.205942,-444.123565,77682.083497
2876.330305,-4293.194464,-10066.800811,76303.111601
2876.332833,1036.288319,-10807.006753,82431.875585
2876.335361,-2220.617826,-296.082377,78448.178995
2876.337889,4293.194464,27683.702231,75537.016103
2876.340417,3701.029710,47373.180288,74924.139704
2876.342876,3849.070898,-11251.130318,79520.712692
2876.345335,20577.725188,15988.448347,78907.836294
2876.347795,740.205942,12731.542202,77682.083497
2876.350254,39230.914926,30348.443622,80746.465489
2876.352713,24130.713709,-47669.262665,75383.797003
2876.355172,444.123565,74908.841330,72472.634111
2876.357632,47521.221476,7994.224174,79214.274493
2876.360091,9030.512492,-38490.708984,79673.931792
2876.362550,-14359.995275,59068.434172,75996.673402
2876.365009,9474.636058,-44116.274143,80286.808190
2876.367468,11399.171507,-740.205942,78907.836294
2876.369928,-3552.988522,7550.100608,77069.207099
2876.372387,5921.647536,-21910.095883,81512.560987
2876.374846,148.041188,22058.137072,79520.712692
2876.377305,2664.741391,-25759.166782,79827.150892
2876.379764,-444.123565,-2072.576638,78141.740796
2876.382224,-6365.771101,10807.006753,78754.617194
2876.384683,444.123565,-3404.947333,80440.027290
2876.387142,-5181.441594,4293.194464,78754.617194
2876.389601,-7105.977043,12583.501014,77222.426198
2876.392061,-3552.988522,6365.771101,76915.987999
2876.394520,0.000000,21762.054695,80133.589091
2876.396979,-740.205942,14508.036463,77835.302597
2876.399438,1628.453072,9622.677246,77682.083497
2876.401897,5625.565159,-5625.565159,79520.712692
2876.404357,-2368.659014,1776.494261,78601.398095
2876.406816,-1184.329507,4145.153275,79214.274493
2876.409275,5625.565159,4737.318029,77528.864398
2876.411734,-3108.864956,17468.860231,79061.055394
2876.414193,-5477.523971,-2812.782580,82125.437386
2876.416653,0.000000,444.123565,78907.836294
2876.419112,-11547.212695,-26351.331535,82738.313784
2876.421571,-9030.512492,-4737.318029,81972.218286
2876.424030,-20873.807564,78017.706287,76149.892501
2876.426490,888.247130,-13471.748144,78294.959896
2876.428949,-9918.759623,21910.095883,78448.178995
2876.431408,-1332.370696,63361.628635,76762.768900
2876.433867,18801.230927,-54035.033766,83197.971083
2876.436326,-740.205942,-25315.043216,80746.465489
2876.438786,10807.006753,13619.789333,76456.330700
2876.441262,3997.112087,-13915.871710,80440.027290
2876.443741,-2812.782580,21021.848753,79980.369991
2876.446219,-3552.988522,-12583.501014,80133.589091
2876.448698,9770.718434,-8734.430116,79367.493593
2876.451177,-6809.894666,8586.388927,77528.864398
2876.453656,-3701.029710,16284.530724,78294.959896
2876.456135,-2960.823768,35974.008781,79367.493593
2876.458614,5033.400406,3701.029710,78907.836294
2876.461092,-6513.812290,740.205942,75383.797003
2876.463571,4145.153275,21614.013506,79520.712692
2876.466050,-1480.411884,-2220.617826,79367.493593
2876.468529,5329.482782,-16136.489536,81052.903688
2876.471008,1480.411884,8290.306550,77682.083497
2876.473487,444.123565,-14063.912898,79367.493593
2876.475965,3997.112087,13767.830521,79367.493593
2876.478444,-2664.741391,-7402.059420,76609.549800
2876.480923,5033.400406,-2812.782580,79673.931792
2876.483402,-4293.194464,-740.205942,81359.341888
2876.485881,740.205942,-11103.089130,80593.246390
2876.488360,-3997.112087,5773.606348,76915.987999
2876.490838,-1776.494261,-9030.512492,76609.549800
2876.493317,-1924.535449,-6365.771101,82431.875585
2876.495796,-2960.823768,1480.411884,80286.808190
2876.498275,5033.400406,21169.889941,75996.673402
2876.500754,-18653.189738,12731.542202,78294.959896
2876.503233,-16876.695478,21762.054695,78601.398095
2876.505712,3997.112087,-2812.782580,82278.656485
2876.508190,-2368.659014,3701.029710,79520.712692
2876.510669,-3256.906145,9326.594869,78448.178995
2876.513148,14211.954086,-34049.473332,80286.808190
2876.515627,6217.729913,-56847.816346,81359.341888
2876.518106,-4589.276840,8438.347739,75996.673402
2876.520585,3701.029710,-11843.295072,85036.600278
2876.523063,3997.112087,7550.100608,78754.617194
2876.525542,-17468.860231,1332.370696,74924.139704
2876.528021,2516.700203,-14063.912898,80899.684589
2876.530500,2220.617826,11547.212695,79520.712692
2876.532979,-888.247130,5033.400406,78448.178995
2876.535458,-2368.659014,-7550.100608,78448.178995
2876.537936,-3997.112087,-2664.741391,78448.178995
2876.540368,1924.535449,6957.935855,78754.617194
2876.542800,-2072.576638,3701.029710,79214.274493
2876.545231,-1480.411884,-2516.700203,81206.122788
2876.547663,2812.782580,1628.453072,78141.740796
2876.550094,-1036.288319,3552.988522,77069.207099
2876.552526,2812.782580,12583.501014,78754.617194
2876.554958,-4737.318029,5181.441594,78601.398095
2876.557389,4885.359217,11991.336260,79214.274493
2876.559821,-3108.864956,-7698.141797,78448.178995
2876.562252,-1480.411884,7994.224174,80593.246390
2876.564684,-1036.288319,-1924.535449,79061.055394
2876.567116,-2664.741391,6217.729913,76762.768900
2876.569547,-3552.988522,15840.407159,79827.150892
2876.571979,-10658.965565,7846.182985,77682.083497
2876.574410,4589.276840,-1036.288319,78448.178995
2876.576842,-5773.606348,-2960.823768,81206.122788
2876.579274,-24722.878463,31532.773129,79214.274493
2876.581705,-22798.343014,73872.553012,77835.302597
2876.584137,1480.411884,-1184.329507,78294.959896
2876.586568,-15544.324782,13175.665768,77682.083497
2876.589000,-19541.436869,10214.842000,82431.875585
2876.591432,-296.082377,64249.875766,76762.768900
2876.593863,1776.494261,16136.489536,78141.740796
2876.596295,-5625.565159,19689.478057,81512.560987
2876.598726,10362.883188,-32421.020260,78448.178995
2876.601158,8142.265362,11251.130318,78601.398095
2876.603590,-6217.729913,-12435.459826,78907.836294
2876.606021,12731.542202,7846.182985,79827.150892
2876.608453,1776.494261,-888.247130,77682.083497
2876.610884,-4589.276840,10955.047942,78907.836294
2876.613316,5033.400406,9178.553681,79367.493593
2876.615748,-5921.647536,-444.123565,79061.055394
2876.618179,2664.741391,3997.112087,78601.398095
2876.620611,-1924.535449,9178.553681,79520.712692
2876.623042,-3701.029710,-15988.448347,80440.027290
2876.625474,-2664.741391,-12583.501014,79061.055394
2876.627906,1332.370696,7402.059420,79980.369991
2876.630337,-11399.171507,2368.659014,78754.617194
2876.632769,1036.288319,11399.171507,79980.369991
2876.635200,-8586.388927,-4589.276840,76915.987999
2876.637661,-4589.276840,-2368.659014,79520.712692
