freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.357e+02,4.088e+02,4.824e+01,5.927e+02
1.5,8.801e+01,2.381e+02,4.711e+01,3.732e+02
3.0,1.497e+01,2.031e+01,2.654e+01,6.182e+01
4.5,1.502e+01,2.665e+02,2.490e+01,3.065e+02
5.9,1.781e+01,1.166e+03,2.515e+01,1.209e+03
7.4,1.950e+01,2.064e+03,2.639e+01,2.110e+03
8.9,1.988e+01,3.124e+03,2.597e+01,3.170e+03
10.4,2.165e+01,4.644e+03,2.777e+01,4.693e+03
11.9,2.186e+01,6.895e+03,3.108e+01,6.948e+03
13.4,2.194e+01,1.068e+04,5.642e+01,1.076e+04
14.8,2.098e+01,1.320e+04,2.452e+02,1.346e+04
16.3,2.571e+01,1.033e+04,3.795e+02,1.073e+04
17.8,2.604e+01,1.137e+04,1.814e+02,1.158e+04
19.3,2.011e+01,1.698e+04,9.057e+01,1.709e+04
20.8,1.674e+01,2.460e+04,7.276e+01,2.469e+04
22.3,2.224e+01,3.421e+04,6.756e+01,3.430e+04
23.7,5.042e+01,4.848e+04,7.462e+01,4.861e+04
25.2,1.073e+02,6.669e+04,8.460e+01,6.688e+04
26.7,2.547e+02,8.458e+04,9.561e+01,8.493e+04
28.2,6.102e+02,1.144e+05,1.282e+02,1.151e+05
29.7,1.319e+03,1.721e+05,2.362e+02,1.737e+05
31.2,2.311e+03,2.505e+05,1.473e+03,2.543e+05
32.7,4.459e+03,2.955e+05,8.345e+03,3.083e+05
34.1,1.011e+04,3.658e+05,3.177e+04,4.077e+05
35.6,2.107e+04,4.495e+05,6.929e+04,5.399e+05
37.1,3.959e+04,5.322e+05,9.969e+04,6.715e+05
38.6,7.574e+04,6.329e+05,1.091e+05,8.177e+05
40.1,1.616e+05,7.877e+05,8.735e+04,1.037e+06
41.6,3.406e+05,9.023e+05,5.675e+04,1.300e+06
43.0,5.273e+05,7.606e+05,4.485e+04,1.333e+06
44.5,5.428e+05,4.910e+05,6.644e+04,1.100e+06
46.0,4.612e+05,2.924e+05,1.068e+05,8.604e+05
47.5,3.531e+05,1.631e+05,1.616e+05,6.778e+05
49.0,2.723e+05,1.259e+05,1.369e+05,5.352e+05
50.5,2.437e+05,1.061e+05,8.432e+04,4.342e+05
51.9,2.179e+05,6.416e+04,6.980e+04,3.519e+05
53.4,1.796e+05,3.950e+04,5.164e+04,2.707e+05
54.9,1.459e+05,3.070e+04,3.467e+04,2.112e+05
56.4,1.183e+05,2.782e+04,2.083e+04,1.670e+05
57.9,9.401e+04,2.570e+04,1.274e+04,1.324e+05
59.4,7.869e+04,2.582e+04,9.100e+03,1.136e+05
60.9,6.764e+04,2.688e+04,7.403e+03,1.019e+05
62.3,5.670e+04,2.730e+04,6.292e+03,9.029e+04
63.8,4.703e+04,2.848e+04,5.351e+03,8.086e+04
65.3,3.947e+04,2.929e+04,4.151e+03,7.291e+04
66.8,3.522e+04,2.688e+04,4.907e+03,6.701e+04
68.3,3.490e+04,2.619e+04,7.097e+03,6.819e+04
69.8,3.449e+04,2.729e+04,6.426e+03,6.820e+04
71.2,3.265e+04,2.862e+04,5.317e+03,6.659e+04
72.7,3.060e+04,3.047e+04,4.153e+03,6.522e+04
74.2,2.837e+04,3.257e+04,3.259e+03,6.419e+04
