freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.422e+01,1.217e+02,3.154e+02,4.713e+02
1.5,1.456e+02,2.855e+02,3.105e+02,7.416e+02
3.0,1.753e+02,2.951e+02,1.888e+02,6.592e+02
4.5,1.839e+02,2.905e+02,4.509e+02,9.253e+02
6.0,1.977e+02,2.908e+02,1.450e+03,1.938e+03
7.5,1.977e+02,2.998e+02,2.371e+03,2.868e+03
9.0,1.982e+02,3.102e+02,3.320e+03,3.828e+03
10.5,1.912e+02,3.058e+02,4.510e+03,5.007e+03
12.0,1.710e+02,3.056e+02,6.036e+03,6.513e+03
13.5,1.715e+02,3.434e+02,8.197e+03,8.712e+03
15.0,1.902e+02,3.215e+02,1.108e+04,1.159e+04
16.5,2.062e+02,3.145e+02,1.446e+04,1.498e+04
18.0,2.016e+02,3.475e+02,1.811e+04,1.866e+04
19.5,1.961e+02,3.468e+02,1.991e+04,2.045e+04
21.0,2.140e+02,3.634e+02,2.021e+04,2.079e+04
22.5,2.083e+02,3.458e+02,2.051e+04,2.106e+04
24.0,2.039e+02,3.115e+02,2.528e+04,2.580e+04
25.5,2.014e+02,3.031e+02,3.375e+04,3.426e+04
27.0,1.847e+02,3.470e+02,4.440e+04,4.493e+04
28.5,1.903e+02,5.163e+02,5.512e+04,5.582e+04
30.0,1.943e+02,6.718e+02,6.417e+04,6.504e+04
31.5,1.926e+02,1.205e+03,8.177e+04,8.316e+04
33.0,1.847e+02,2.994e+03,1.145e+05,1.176e+05
34.5,2.021e+02,6.877e+03,1.520e+05,1.591e+05
36.0,4.409e+02,9.883e+03,1.858e+05,1.961e+05
37.5,2.968e+03,3.270e+04,2.252e+05,2.609e+05
39.0,1.420e+04,1.141e+05,2.250e+05,3.533e+05
40.5,2.373e+04,1.757e+05,1.852e+05,3.847e+05
42.0,2.039e+04,1.625e+05,1.430e+05,3.258e+05
43.5,1.347e+04,1.304e+05,1.116e+05,2.554e+05
45.0,1.108e+04,1.222e+05,1.077e+05,2.410e+05
46.5,1.045e+04,1.215e+05,1.208e+05,2.528e+05
48.0,1.015e+04,1.131e+05,1.307e+05,2.539e+05
49.5,1.036e+04,9.937e+04,1.362e+05,2.459e+05
51.0,1.137e+04,9.415e+04,1.480e+05,2.535e+05
52.5,1.227e+04,9.099e+04,1.556e+05,2.588e+05
54.0,1.446e+04,9.366e+04,1.829e+05,2.910e+05
55.5,1.684e+04,1.023e+05,2.239e+05,3.430e+05
57.0,1.822e+04,1.134e+05,2.854e+05,4.171e+05
58.5,1.791e+04,1.256e+05,3.752e+05,5.187e+05
60.0,1.337e+04,1.372e+05,4.662e+05,6.168e+05
61.5,7.494e+03,1.485e+05,5.258e+05,6.818e+05
63.0,3.396e+03,1.495e+05,5.173e+05,6.702e+05
64.5,1.206e+03,1.341e+05,4.379e+05,5.733e+05
66.0,7.215e+02,1.126e+05,3.506e+05,4.639e+05
67.5,1.082e+03,9.136e+04,2.931e+05,3.855e+05
69.0,1.413e+03,7.774e+04,2.565e+05,3.357e+05
70.5,2.065e+03,6.970e+04,2.214e+05,2.931e+05
72.0,3.226e+03,5.414e+04,2.010e+05,2.584e+05
73.6,3.822e+03,3.347e+04,2.087e+05,2.460e+05
75.1,4.304e+03,1.733e+04,2.113e+05,2.329e+05
76.6,5.596e+03,6.806e+03,1.989e+05,2.113e+05
78.1,5.709e+03,2.634e+03,1.875e+05,1.958e+05
79.6,5.487e+03,1.969e+03,1.731e+05,1.806e+05
81.1,7.007e+03,1.984e+03,1.591e+05,1.681e+05
82.6,8.620e+03,1.798e+03,1.459e+05,1.563e+05
84.1,8.197e+03,2.027e+03,1.366e+05,1.468e+05
85.6,6.526e+03,3.042e+03,1.268e+05,1.364e+05
87.1,4.660e+03,4.917e+03,1.148e+05,1.244e+05
88.6,3.618e+03,8.481e+03,1.099e+05,1.220e+05
90.1,3.519e+03,1.242e+04,1.169e+05,1.328e+05
91.6,4.147e+03,1.287e+04,1.201e+05,1.371e+05
93.1,5.376e+03,1.080e+04,1.128e+05,1.290e+05
94.6,7.591e+03,8.342e+03,1.011e+05,1.171e+05
96.1,6.074e+03,6.565e+03,1.057e+05,1.183e+05
97.6,8.533e+03,5.257e+03,1.017e+05,1.155e+05
99.1,1.967e+04,4.920e+03,9.333e+04,1.179e+05
100.6,1.888e+04,5.318e+03,9.925e+04,1.235e+05
102.1,1.529e+04,5.154e+03,1.021e+05,1.225e+05
103.6,1.182e+04,4.882e+03,1.022e+05,1.189e+05
105.1,6.897e+03,4.323e+03,1.020e+05,1.132e+05
106.6,6.823e+03,4.144e+03,1.004e+05,1.113e+05
108.1,1.087e+04,4.310e+03,9.920e+04,1.144e+05
109.6,1.437e+04,5.154e+03,1.125e+05,1.320e+05
111.1,1.272e+04,5.676e+03,1.152e+05,1.336e+05
112.6,9.301e+03,5.346e+03,1.064e+05,1.210e+05
114.1,6.725e+03,4.788e+03,9.989e+04,1.114e+05
115.6,6.886e+03,4.804e+03,9.925e+04,1.109e+05
117.1,8.774e+03,5.033e+03,9.990e+04,1.137e+05
118.6,4.951e+03,4.859e+03,9.480e+04,1.046e+05
120.1,3.511e+03,4.515e+03,9.266e+04,1.007e+05
121.6,2.993e+03,4.274e+03,9.012e+04,9.738e+04
123.1,3.200e+03,4.176e+03,8.761e+04,9.499e+04
124.6,3.534e+03,4.126e+03,8.530e+04,9.296e+04
126.1,4.199e+03,3.933e+03,8.155e+04,8.968e+04
127.6,4.976e+03,3.817e+03,7.707e+04,8.586e+04
129.1,6.329e+03,3.725e+03,7.281e+04,8.286e+04
130.6,7.306e+03,3.328e+03,6.326e+04,7.389e+04
132.1,7.529e+03,2.377e+03,4.525e+04,5.516e+04
133.6,5.776e+03,1.087e+03,1.518e+04,2.204e+04
135.1,4.001e+03,6.073e+02,3.704e+03,8.312e+03
136.6,2.600e+03,5.755e+02,3.408e+03,6.583e+03
138.1,1.701e+03,5.904e+02,3.602e+03,5.893e+03
139.6,1.376e+03,6.466e+02,3.810e+03,5.832e+03
141.1,1.194e+03,7.075e+02,3.948e+03,5.850e+03
142.6,1.041e+03,7.116e+02,4.113e+03,5.865e+03
144.1,1.091e+03,6.774e+02,4.411e+03,6.179e+03
145.6,1.468e+03,7.076e+02,4.368e+03,6.544e+03
147.1,1.684e+03,6.443e+02,3.553e+03,5.881e+03
148.6,1.574e+03,6.004e+02,2.754e+03,4.928e+03
150.1,1.502e+03,5.549e+02,2.137e+03,4.194e+03
151.6,1.402e+03,5.524e+02,1.700e+03,3.655e+03
153.1,1.641e+03,5.182e+02,1.216e+03,3.376e+03
154.6,1.970e+03,4.581e+02,8.880e+02,3.316e+03
156.1,2.155e+03,4.089e+02,9.526e+02,3.516e+03
157.6,2.355e+03,4.041e+02,1.178e+03,3.936e+03
159.1,2.412e+03,3.576e+02,1.405e+03,4.175e+03
160.6,2.575e+03,3.921e+02,1.655e+03,4.622e+03
162.1,2.962e+03,4.393e+02,1.866e+03,5.268e+03
163.6,3.674e+03,4.277e+02,1.901e+03,6.003e+03
165.1,4.978e+03,4.102e+02,1.647e+03,7.035e+03
166.6,4.945e+03,3.996e+02,1.406e+03,6.751e+03
168.1,4.596e+03,3.730e+02,1.227e+03,6.196e+03
169.6,4.857e+03,3.779e+02,1.160e+03,6.395e+03
171.1,4.336e+03,3.817e+02,1.194e+03,5.911e+03
172.6,3.205e+03,3.644e+02,1.391e+03,4.960e+03
174.1,1.840e+03,3.598e+02,1.626e+03,3.825e+03
175.6,1.340e+03,3.934e+02,1.819e+03,3.553e+03
177.1,1.575e+03,4.375e+02,2.065e+03,4.078e+03
178.6,2.349e+03,4.491e+02,2.074e+03,4.873e+03
180.1,3.594e+03,4.518e+02,2.028e+03,6.073e+03
181.6,4.907e+03,4.491e+02,2.013e+03,7.369e+03
183.1,4.886e+03,4.497e+02,2.027e+03,7.363e+03
184.6,4.787e+03,4.320e+02,2.242e+03,7.461e+03
186.1,4.951e+03,4.353e+02,2.544e+03,7.931e+03
187.6,4.511e+03,4.688e+02,2.920e+03,7.900e+03
189.1,4.256e+03,4.421e+02,3.368e+03,8.066e+03
190.6,4.138e+03,4.005e+02,4.362e+03,8.900e+03
192.1,3.665e+03,4.181e+02,5.261e+03,9.344e+03
193.6,2.399e+03,4.710e+02,6.274e+03,9.145e+03
195.1,1.831e+03,4.809e+02,6.368e+03,8.680e+03
196.6,1.561e+03,4.482e+02,6.172e+03,8.181e+03
198.1,1.836e+03,4.433e+02,6.086e+03,8.365e+03
199.6,1.717e+03,4.227e+02,5.383e+03,7.522e+03
