freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.686e+00,6.234e+01,6.922e+02,7.622e+02
1.5,2.344e+01,7.341e+01,4.213e+02,5.181e+02
3.1,2.361e+01,4.684e+01,6.066e+01,1.311e+02
4.6,2.164e+01,4.236e+01,3.546e+02,4.186e+02
6.1,1.961e+01,3.361e+01,1.271e+03,1.324e+03
7.6,2.003e+01,2.964e+01,2.093e+03,2.143e+03
9.2,1.845e+01,2.588e+01,3.115e+03,3.159e+03
10.7,1.627e+01,2.288e+01,4.467e+03,4.506e+03
12.2,1.603e+01,2.187e+01,6.620e+03,6.657e+03
13.7,1.774e+01,2.095e+01,9.888e+03,9.927e+03
15.3,2.176e+01,2.617e+01,1.363e+04,1.368e+04
16.8,2.710e+01,2.836e+01,1.698e+04,1.704e+04
18.3,3.509e+01,2.957e+01,1.828e+04,1.834e+04
19.8,2.906e+01,2.955e+01,1.691e+04,1.696e+04
21.4,2.262e+01,3.770e+01,2.006e+04,2.012e+04
22.9,1.968e+01,6.194e+01,2.729e+04,2.737e+04
24.4,2.253e+01,9.374e+01,3.687e+04,3.699e+04
25.9,2.450e+01,1.198e+02,4.815e+04,4.829e+04
27.5,2.169e+01,1.763e+02,6.492e+04,6.512e+04
29.0,1.981e+01,5.239e+02,8.665e+04,8.719e+04
30.5,1.809e+01,1.186e+03,1.217e+05,1.229e+05
32.0,2.449e+01,2.367e+03,1.905e+05,1.928e+05
33.6,5.028e+01,5.367e+03,3.404e+05,3.458e+05
35.1,5.620e+01,1.278e+04,6.530e+05,6.659e+05
36.6,4.387e+01,2.797e+04,1.227e+06,1.255e+06
38.1,1.053e+02,5.314e+04,1.993e+06,2.046e+06
39.7,1.784e+02,7.179e+04,2.226e+06,2.298e+06
41.2,1.467e+02,7.352e+04,1.863e+06,1.937e+06
42.7,2.042e+02,6.832e+04,1.423e+06,1.491e+06
44.2,4.626e+02,6.221e+04,1.098e+06,1.161e+06
45.8,5.484e+02,5.636e+04,8.833e+05,9.402e+05
47.3,6.536e+02,5.127e+04,7.429e+05,7.948e+05
48.8,7.832e+02,4.672e+04,6.642e+05,7.117e+05
50.3,8.970e+02,4.600e+04,5.982e+05,6.451e+05
51.9,1.117e+03,4.802e+04,5.185e+05,5.676e+05
53.4,1.453e+03,4.690e+04,4.297e+05,4.781e+05
54.9,1.390e+03,4.245e+04,3.393e+05,3.832e+05
56.4,1.639e+03,4.024e+04,2.803e+05,3.221e+05
58.0,4.047e+03,4.474e+04,2.383e+05,2.871e+05
59.5,7.879e+03,5.138e+04,1.981e+05,2.574e+05
61.0,1.031e+04,5.109e+04,1.573e+05,2.187e+05
62.6,8.645e+03,4.245e+04,1.174e+05,1.685e+05
64.1,4.813e+03,3.146e+04,8.565e+04,1.219e+05
65.6,3.403e+03,2.695e+04,6.820e+04,9.855e+04
67.1,3.060e+03,2.512e+04,5.781e+04,8.599e+04
68.7,2.977e+03,2.147e+04,4.484e+04,6.929e+04
70.2,2.317e+03,1.790e+04,2.961e+04,4.983e+04
71.7,1.855e+03,2.107e+04,1.881e+04,4.174e+04
73.2,2.532e+03,3.992e+04,1.328e+04,5.573e+04
74.8,3.606e+03,7.081e+04,1.245e+04,8.687e+04
76.3,4.709e+03,9.634e+04,1.443e+04,1.155e+05
77.8,4.928e+03,1.124e+05,1.692e+04,1.342e+05
79.3,5.804e+03,1.131e+05,1.697e+04,1.359e+05
80.9,5.743e+03,1.013e+05,1.527e+04,1.223e+05
82.4,5.010e+03,8.371e+04,1.419e+04,1.029e+05
83.9,3.834e+03,7.253e+04,1.533e+04,9.170e+04
85.4,2.775e+03,7.079e+04,1.798e+04,9.154e+04
87.0,2.398e+03,6.311e+04,1.712e+04,8.262e+04
88.5,2.620e+03,5.111e+04,1.196e+04,6.569e+04
