freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.438e+02,2.121e+01,1.820e+01,6.832e+02
1.5,3.716e+02,3.510e+01,3.777e+01,4.444e+02
3.1,2.742e+01,3.005e+01,3.589e+01,9.336e+01
4.6,3.175e+02,3.290e+01,3.874e+01,3.892e+02
6.1,1.203e+03,4.261e+01,4.424e+01,1.290e+03
7.6,1.979e+03,4.225e+01,4.049e+01,2.062e+03
9.2,2.855e+03,4.579e+01,4.289e+01,2.944e+03
10.7,3.975e+03,4.782e+01,4.255e+01,4.065e+03
12.2,5.261e+03,5.630e+01,4.449e+01,5.362e+03
13.7,6.760e+03,5.817e+01,4.720e+01,6.865e+03
15.3,8.999e+03,5.727e+01,3.690e+01,9.093e+03
16.8,1.115e+04,5.653e+01,3.155e+01,1.124e+04
18.3,1.121e+04,5.414e+01,3.293e+01,1.130e+04
19.8,1.227e+04,5.436e+01,3.578e+01,1.236e+04
21.4,1.502e+04,6.173e+01,3.890e+01,1.512e+04
22.9,1.821e+04,7.114e+01,4.247e+01,1.832e+04
24.4,2.194e+04,8.563e+01,4.185e+01,2.207e+04
25.9,2.641e+04,9.887e+01,4.282e+01,2.655e+04
27.5,3.187e+04,1.232e+02,5.419e+01,3.205e+04
29.0,3.806e+04,1.285e+02,6.015e+01,3.825e+04
30.5,4.543e+04,1.503e+02,7.023e+01,4.566e+04
32.0,5.386e+04,2.134e+02,8.345e+01,5.415e+04
33.6,6.417e+04,2.810e+02,9.602e+01,6.455e+04
35.1,7.445e+04,2.512e+02,1.785e+02,7.488e+04
36.6,8.416e+04,1.516e+02,3.724e+02,8.469e+04
38.1,9.757e+04,1.536e+02,4.872e+02,9.821e+04
39.7,1.158e+05,2.617e+02,5.703e+02,1.167e+05
41.2,1.424e+05,4.178e+02,7.452e+02,1.436e+05
42.7,1.779e+05,6.111e+02,9.270e+02,1.794e+05
44.3,2.278e+05,8.184e+02,1.156e+03,2.298e+05
45.8,3.009e+05,1.181e+03,2.177e+03,3.043e+05
47.3,4.100e+05,2.297e+03,4.372e+03,4.167e+05
48.8,5.761e+05,4.052e+03,6.291e+03,5.864e+05
50.4,8.121e+05,5.524e+03,1.117e+04,8.288e+05
51.9,1.170e+06,8.757e+03,4.137e+04,1.220e+06
53.4,1.820e+06,2.562e+04,9.076e+04,1.937e+06
54.9,2.631e+06,5.165e+04,9.062e+04,2.773e+06
56.5,2.847e+06,6.070e+04,7.081e+04,2.979e+06
58.0,2.403e+06,5.262e+04,5.542e+04,2.511e+06
59.5,1.813e+06,4.097e+04,3.796e+04,1.891e+06
61.0,1.293e+06,2.721e+04,2.064e+04,1.341e+06
62.6,9.123e+05,1.509e+04,9.017e+03,9.364e+05
64.1,6.389e+05,7.013e+03,3.549e+03,6.494e+05
65.6,4.292e+05,2.394e+03,1.646e+03,4.332e+05
67.1,3.025e+05,6.612e+02,9.286e+02,3.040e+05
68.7,1.987e+05,1.248e+03,4.007e+02,2.003e+05
70.2,1.210e+05,2.586e+03,2.370e+02,1.238e+05
71.7,8.017e+04,5.259e+03,6.252e+02,8.606e+04
73.2,5.910e+04,1.431e+04,1.782e+03,7.519e+04
74.8,7.225e+04,3.440e+04,3.927e+03,1.106e+05
76.3,1.559e+05,5.772e+04,5.796e+03,2.194e+05
77.8,1.798e+05,5.034e+04,4.324e+03,2.344e+05
79.4,1.484e+05,5.507e+04,3.765e+03,2.072e+05
80.9,1.850e+05,7.090e+04,4.912e+03,2.608e+05
82.4,2.316e+05,5.255e+04,4.635e+03,2.888e+05
83.9,2.684e+05,2.857e+04,3.577e+03,3.005e+05
85.5,2.602e+05,1.439e+04,3.011e+03,2.776e+05
87.0,2.472e+05,5.319e+03,2.783e+03,2.553e+05
88.5,2.534e+05,3.459e+03,1.978e+03,2.588e+05
90.0,2.233e+05,7.366e+03,1.291e+03,2.319e+05
91.6,2.353e+05,1.570e+04,9.200e+02,2.519e+05
93.1,2.279e+05,1.638e+04,6.452e+02,2.449e+05
94.6,2.114e+05,1.165e+04,3.746e+02,2.234e+05
96.1,2.143e+05,9.963e+03,2.505e+02,2.245e+05
97.7,1.899e+05,1.147e+04,2.174e+02,2.016e+05
99.2,1.628e+05,1.666e+04,2.772e+02,1.797e+05
100.7,1.387e+05,2.166e+04,3.609e+02,1.607e+05
102.2,1.192e+05,2.458e+04,4.542e+02,1.443e+05
103.8,1.082e+05,2.438e+04,5.553e+02,1.331e+05
105.3,9.764e+04,2.220e+04,8.009e+02,1.206e+05
106.8,9.135e+04,2.171e+04,1.825e+03,1.149e+05
108.3,9.180e+04,2.389e+04,4.130e+03,1.198e+05
109.9,8.639e+04,2.139e+04,4.199e+03,1.120e+05
111.4,7.616e+04,1.620e+04,3.824e+03,9.618e+04
112.9,6.274e+04,1.305e+04,5.379e+03,8.117e+04
114.4,6.903e+04,1.759e+04,9.857e+03,9.648e+04
116.0,7.811e+04,2.317e+04,1.491e+04,1.162e+05
117.5,7.631e+04,2.201e+04,1.529e+04,1.136e+05
119.0,6.720e+04,1.945e+04,1.557e+04,1.022e+05
120.6,5.530e+04,1.752e+04,1.716e+04,8.999e+04
122.1,4.193e+04,1.491e+04,1.814e+04,7.498e+04
123.6,2.940e+04,1.217e+04,1.811e+04,5.967e+04
125.1,1.684e+04,9.839e+03,1.690e+04,4.358e+04
126.7,7.276e+03,8.382e+03,1.389e+04,2.955e+04
128.2,2.982e+03,7.571e+03,9.977e+03,2.053e+04
129.7,3.580e+03,7.013e+03,7.061e+03,1.765e+04
131.2,5.008e+03,5.880e+03,4.795e+03,1.568e+04
132.8,4.635e+03,3.520e+03,2.498e+03,1.065e+04
134.3,2.628e+03,1.469e+03,4.848e+02,4.582e+03
135.8,2.341e+03,1.220e+03,1.328e+02,3.694e+03
137.3,2.336e+03,1.062e+03,9.035e+01,3.489e+03
138.9,2.073e+03,7.835e+02,7.567e+01,2.932e+03
140.4,1.552e+03,6.148e+02,6.829e+01,2.235e+03
141.9,1.047e+03,5.647e+02,6.902e+01,1.681e+03
143.4,7.042e+02,7.064e+02,8.553e+01,1.496e+03
145.0,4.214e+02,1.098e+03,1.078e+02,1.627e+03
146.5,2.111e+02,1.191e+03,1.109e+02,1.513e+03
148.0,1.886e+02,1.006e+03,1.265e+02,1.322e+03
149.5,2.328e+02,9.723e+02,1.782e+02,1.383e+03
151.1,2.148e+02,1.302e+03,3.064e+02,1.824e+03
152.6,1.630e+02,1.820e+03,4.114e+02,2.395e+03
154.1,2.057e+02,2.687e+03,4.427e+02,3.335e+03
155.6,3.837e+02,4.455e+03,7.414e+02,5.580e+03
157.2,8.215e+02,5.136e+03,5.531e+02,6.511e+03
158.7,1.161e+03,5.285e+03,3.897e+02,6.835e+03
160.2,1.089e+03,5.436e+03,3.766e+02,6.902e+03
161.8,8.512e+02,6.264e+03,3.317e+02,7.447e+03
163.3,7.884e+02,7.167e+03,4.128e+02,8.368e+03
164.8,5.305e+02,7.721e+03,3.686e+02,8.620e+03
166.3,3.815e+02,7.935e+03,3.573e+02,8.674e+03
167.9,5.255e+02,6.500e+03,3.763e+02,7.402e+03
169.4,7.396e+02,4.942e+03,4.794e+02,6.161e+03
170.9,1.060e+03,3.946e+03,5.622e+02,5.568e+03
172.4,1.229e+03,3.624e+03,7.261e+02,5.579e+03
174.0,1.320e+03,4.013e+03,1.075e+03,6.408e+03
175.5,1.504e+03,4.895e+03,1.419e+03,7.819e+03
177.0,1.410e+03,4.484e+03,1.897e+03,7.791e+03
178.5,1.476e+03,3.286e+03,2.646e+03,7.408e+03
180.1,1.625e+03,4.336e+03,3.406e+03,9.366e+03
181.6,1.217e+03,4.441e+03,3.768e+03,9.425e+03
183.1,1.136e+03,3.312e+03,3.673e+03,8.121e+03
184.6,1.239e+03,3.141e+03,3.237e+03,7.617e+03
186.2,1.404e+03,3.678e+03,2.894e+03,7.975e+03
187.7,1.547e+03,3.606e+03,2.849e+03,8.002e+03
189.2,1.398e+03,2.283e+03,2.643e+03,6.324e+03
190.7,1.360e+03,2.099e+03,2.589e+03,6.048e+03
192.3,1.473e+03,2.637e+03,3.013e+03,7.123e+03
193.8,1.630e+03,4.234e+03,4.021e+03,9.885e+03
195.3,1.530e+03,5.750e+03,5.005e+03,1.229e+04
196.9,1.239e+03,6.209e+03,4.877e+03,1.233e+04
198.4,1.124e+03,6.474e+03,4.305e+03,1.190e+04
199.9,1.231e+03,6.920e+03,4.104e+03,1.226e+04
