freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.782e+02,2.066e+01,9.120e+00,8.080e+02
1.6,4.425e+02,2.345e+01,2.484e+01,4.907e+02
3.1,2.509e+01,1.548e+01,2.657e+01,6.715e+01
4.7,3.439e+02,1.769e+01,2.532e+01,3.869e+02
6.2,1.203e+03,1.946e+01,2.621e+01,1.249e+03
7.8,1.963e+03,1.929e+01,2.562e+01,2.008e+03
9.3,2.865e+03,2.101e+01,2.449e+01,2.910e+03
10.9,4.025e+03,2.346e+01,2.608e+01,4.075e+03
12.4,5.302e+03,2.618e+01,2.854e+01,5.357e+03
14.0,6.943e+03,2.854e+01,3.623e+01,7.008e+03
15.5,9.222e+03,3.477e+01,5.463e+01,9.311e+03
17.1,1.011e+04,4.418e+01,6.037e+01,1.021e+04
18.7,1.051e+04,4.949e+01,4.890e+01,1.061e+04
20.2,1.299e+04,5.701e+01,3.534e+01,1.308e+04
21.8,1.588e+04,6.016e+01,2.645e+01,1.597e+04
23.3,1.910e+04,6.778e+01,2.836e+01,1.920e+04
24.9,2.272e+04,7.541e+01,2.850e+01,2.282e+04
26.4,2.705e+04,8.590e+01,2.881e+01,2.717e+04
28.0,3.215e+04,1.075e+02,3.332e+01,3.229e+04
29.5,3.812e+04,1.364e+02,3.532e+01,3.829e+04
31.1,4.524e+04,1.759e+02,3.708e+01,4.545e+04
32.6,5.375e+04,2.203e+02,6.719e+01,5.403e+04
34.2,6.376e+04,3.391e+02,1.185e+02,6.422e+04
35.7,7.590e+04,4.633e+02,1.355e+02,7.650e+04
37.3,8.992e+04,5.524e+02,1.618e+02,9.063e+04
38.9,1.055e+05,6.225e+02,1.630e+02,1.063e+05
40.4,1.247e+05,5.760e+02,1.174e+02,1.253e+05
42.0,1.516e+05,6.887e+02,1.819e+02,1.524e+05
43.5,1.892e+05,1.399e+03,6.359e+02,1.912e+05
45.1,2.435e+05,3.038e+03,1.690e+03,2.482e+05
46.6,3.267e+05,5.934e+03,3.245e+03,3.359e+05
48.2,4.528e+05,1.035e+04,5.182e+03,4.683e+05
49.7,6.401e+05,1.469e+04,7.221e+03,6.620e+05
51.3,9.092e+05,1.853e+04,9.032e+03,9.368e+05
52.8,1.412e+06,2.858e+04,1.067e+04,1.451e+06
54.4,2.531e+06,6.477e+04,1.310e+04,2.609e+06
56.0,3.857e+06,1.109e+05,1.651e+04,3.984e+06
57.5,4.031e+06,1.097e+05,1.771e+04,4.158e+06
59.1,3.283e+06,8.283e+04,1.249e+04,3.378e+06
60.6,2.360e+06,5.826e+04,6.524e+03,2.425e+06
62.2,1.615e+06,3.947e+04,2.790e+03,1.657e+06
63.7,1.141e+06,2.620e+04,1.103e+03,1.169e+06
65.3,8.317e+05,1.571e+04,7.712e+02,8.481e+05
66.8,5.954e+05,6.533e+03,7.360e+02,6.026e+05
68.4,4.231e+05,3.133e+03,5.962e+02,4.268e+05
69.9,3.157e+05,3.534e+03,4.727e+02,3.197e+05
71.5,2.140e+05,4.445e+03,4.910e+02,2.189e+05
73.1,1.429e+05,5.722e+03,8.036e+02,1.494e+05
74.6,1.111e+05,4.174e+03,7.979e+02,1.161e+05
76.2,8.055e+04,1.536e+03,4.687e+02,8.255e+04
77.7,5.821e+04,2.780e+03,2.832e+02,6.127e+04
79.3,6.001e+04,6.592e+03,2.229e+02,6.682e+04
80.8,1.201e+05,1.384e+04,1.569e+02,1.341e+05
82.4,1.855e+05,2.022e+04,1.755e+02,2.059e+05
83.9,1.461e+05,1.267e+04,3.416e+02,1.591e+05
85.5,1.866e+05,8.375e+03,4.358e+02,1.954e+05
87.0,1.889e+05,5.239e+03,2.954e+02,1.944e+05
88.6,1.327e+05,3.032e+03,1.099e+02,1.359e+05
90.2,1.935e+05,3.035e+03,1.010e+02,1.967e+05
91.7,3.345e+05,2.853e+03,3.208e+02,3.377e+05
93.3,4.101e+05,5.503e+03,9.424e+02,4.165e+05
94.8,4.224e+05,7.234e+03,1.403e+03,4.310e+05
96.4,4.445e+05,1.011e+04,1.927e+03,4.565e+05
97.9,4.787e+05,9.606e+03,2.237e+03,4.905e+05
99.5,4.528e+05,7.509e+03,1.969e+03,4.623e+05
101.0,4.032e+05,4.835e+03,1.439e+03,4.095e+05
102.6,3.723e+05,2.141e+03,1.016e+03,3.755e+05
104.1,3.597e+05,1.489e+03,7.646e+02,3.619e+05
105.7,3.522e+05,1.657e+03,6.009e+02,3.545e+05
107.2,3.391e+05,1.756e+03,4.566e+02,3.413e+05
108.8,3.318e+05,1.772e+03,4.156e+02,3.340e+05
110.4,3.289e+05,1.796e+03,4.947e+02,3.312e+05
111.9,3.092e+05,1.472e+03,5.992e+02,3.113e+05
113.5,2.822e+05,1.801e+03,7.072e+02,2.847e+05
115.0,2.646e+05,2.862e+03,7.798e+02,2.683e+05
116.6,2.424e+05,2.589e+03,7.617e+02,2.458e+05
118.1,2.248e+05,2.055e+03,6.903e+02,2.275e+05
119.7,2.101e+05,2.272e+03,6.483e+02,2.130e+05
121.2,2.171e+05,3.522e+03,8.247e+02,2.215e+05
122.8,2.466e+05,4.198e+03,1.538e+03,2.523e+05
124.3,2.950e+05,4.765e+03,3.102e+03,3.029e+05
125.9,3.291e+05,5.393e+03,5.009e+03,3.395e+05
127.5,3.166e+05,4.936e+03,6.378e+03,3.279e+05
129.0,3.061e+05,5.509e+03,8.175e+03,3.198e+05
130.6,2.992e+05,6.242e+03,1.070e+04,3.161e+05
132.1,2.392e+05,4.851e+03,1.061e+04,2.546e+05
133.7,8.229e+04,2.375e+03,4.206e+03,8.888e+04
135.2,9.573e+03,9.460e+02,7.824e+02,1.130e+04
136.8,7.860e+03,6.250e+02,7.899e+02,9.275e+03
138.3,7.270e+03,1.171e+03,9.782e+02,9.419e+03
139.9,6.139e+03,1.051e+03,9.472e+02,8.137e+03
141.4,5.105e+03,3.596e+02,9.834e+02,6.448e+03
143.0,6.755e+03,4.694e+02,1.372e+03,8.596e+03
144.6,8.773e+03,9.071e+02,1.786e+03,1.147e+04
146.1,7.238e+03,1.240e+03,1.551e+03,1.003e+04
147.7,5.094e+03,1.349e+03,1.115e+03,7.558e+03
149.2,4.969e+03,1.577e+03,1.091e+03,7.637e+03
150.8,5.250e+03,1.778e+03,1.133e+03,8.161e+03
152.3,5.970e+03,1.922e+03,1.370e+03,9.262e+03
153.9,6.955e+03,2.251e+03,1.737e+03,1.094e+04
155.4,7.995e+03,2.753e+03,2.190e+03,1.294e+04
157.0,8.306e+03,3.321e+03,2.493e+03,1.412e+04
158.5,8.122e+03,4.062e+03,2.631e+03,1.482e+04
160.1,8.271e+03,5.053e+03,2.851e+03,1.618e+04
161.7,8.900e+03,6.632e+03,3.171e+03,1.870e+04
163.2,9.950e+03,9.314e+03,3.663e+03,2.293e+04
164.8,1.027e+04,1.043e+04,4.242e+03,2.494e+04
166.3,9.681e+03,1.056e+04,4.285e+03,2.453e+04
167.9,9.060e+03,1.076e+04,3.956e+03,2.378e+04
169.4,8.571e+03,1.052e+04,3.542e+03,2.263e+04
171.0,9.471e+03,1.176e+04,3.980e+03,2.521e+04
172.5,9.676e+03,1.312e+04,4.011e+03,2.680e+04
174.1,7.221e+03,9.270e+03,2.831e+03,1.932e+04
175.6,5.612e+03,6.349e+03,2.217e+03,1.418e+04
177.2,4.927e+03,4.892e+03,2.008e+03,1.183e+04
178.7,4.541e+03,4.308e+03,1.917e+03,1.077e+04
