freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.205e+01,1.032e+01,5.647e+02,5.971e+02
1.5,7.159e+01,3.594e+01,3.387e+02,4.462e+02
3.0,6.967e+01,3.643e+01,3.995e+01,1.461e+02
4.4,6.287e+01,3.564e+01,2.681e+02,3.666e+02
5.9,7.919e+01,3.777e+01,1.101e+03,1.218e+03
7.4,7.009e+01,3.013e+01,1.901e+03,2.001e+03
8.9,5.266e+01,2.940e+01,2.778e+03,2.860e+03
10.4,6.307e+01,3.051e+01,3.833e+03,3.927e+03
11.9,6.741e+01,3.565e+01,5.139e+03,5.242e+03
13.3,7.584e+01,3.469e+01,6.680e+03,6.790e+03
14.8,7.638e+01,3.549e+01,8.862e+03,8.974e+03
16.3,9.947e+01,5.470e+01,1.160e+04,1.175e+04
17.8,1.080e+02,7.952e+01,1.233e+04,1.252e+04
19.3,9.816e+01,6.746e+01,1.243e+04,1.260e+04
20.7,9.102e+01,4.510e+01,1.528e+04,1.542e+04
22.2,8.730e+01,4.174e+01,1.957e+04,1.970e+04
23.7,1.003e+02,3.985e+01,2.458e+04,2.472e+04
25.2,1.040e+02,3.982e+01,3.044e+04,3.059e+04
26.7,1.173e+02,4.364e+01,3.775e+04,3.791e+04
28.1,1.358e+02,6.256e+01,4.711e+04,4.730e+04
29.6,1.493e+02,7.999e+01,5.721e+04,5.744e+04
31.1,1.445e+02,1.102e+02,6.850e+04,6.875e+04
32.6,1.343e+02,1.712e+02,8.236e+04,8.266e+04
34.1,1.386e+02,3.069e+02,1.016e+05,1.021e+05
35.6,1.655e+02,5.172e+02,1.238e+05,1.244e+05
37.0,2.757e+02,6.602e+02,1.514e+05,1.523e+05
38.5,5.780e+02,8.272e+02,1.875e+05,1.889e+05
40.0,1.061e+03,1.135e+03,2.349e+05,2.371e+05
41.5,1.785e+03,1.340e+03,3.079e+05,3.110e+05
43.0,2.358e+03,1.233e+03,4.048e+05,4.084e+05
44.4,2.598e+03,1.567e+03,5.329e+05,5.371e+05
45.9,2.486e+03,2.458e+03,8.063e+05,8.112e+05
47.4,2.980e+03,3.193e+03,1.242e+06,1.249e+06
48.9,2.572e+03,8.809e+03,1.538e+06,1.549e+06
50.4,3.080e+03,1.071e+04,1.562e+06,1.576e+06
51.9,1.250e+04,4.606e+03,1.556e+06,1.573e+06
53.3,2.408e+04,1.708e+03,1.507e+06,1.532e+06
54.8,3.313e+04,2.136e+03,1.393e+06,1.428e+06
56.3,4.135e+04,3.048e+03,1.246e+06,1.290e+06
57.8,4.176e+04,2.312e+03,1.013e+06,1.057e+06
59.3,3.462e+04,1.313e+03,7.621e+05,7.980e+05
60.7,2.583e+04,8.569e+02,5.662e+05,5.929e+05
