freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.974e+02,6.238e+02,1.583e+01,9.370e+02
1.5,2.401e+02,3.637e+02,4.040e+01,6.442e+02
3.0,7.678e+01,2.727e+01,4.221e+01,1.463e+02
4.4,1.056e+02,2.472e+02,4.138e+01,3.943e+02
5.9,1.055e+02,1.086e+03,4.031e+01,1.231e+03
7.4,9.325e+01,1.940e+03,3.834e+01,2.071e+03
8.9,9.451e+01,2.865e+03,4.130e+01,3.001e+03
10.3,8.283e+01,4.099e+03,4.103e+01,4.223e+03
11.8,9.651e+01,5.988e+03,3.817e+01,6.123e+03
13.3,1.261e+02,8.955e+03,4.404e+01,9.125e+03
14.8,1.193e+02,1.330e+04,4.990e+01,1.347e+04
16.2,1.120e+02,1.805e+04,4.618e+01,1.820e+04
17.7,1.104e+02,1.688e+04,5.373e+01,1.704e+04
19.2,1.074e+02,1.398e+04,6.006e+01,1.415e+04
20.7,1.276e+02,1.623e+04,5.809e+01,1.641e+04
22.1,1.408e+02,2.169e+04,5.417e+01,2.188e+04
23.6,1.394e+02,2.906e+04,4.659e+01,2.925e+04
25.1,1.330e+02,3.963e+04,4.614e+01,3.981e+04
26.6,1.605e+02,5.451e+04,4.809e+01,5.472e+04
28.0,1.852e+02,7.610e+04,7.738e+01,7.636e+04
29.5,2.931e+02,1.064e+05,1.437e+02,1.069e+05
31.0,7.103e+02,1.533e+05,2.584e+02,1.542e+05
32.5,2.312e+03,2.331e+05,3.062e+02,2.357e+05
34.0,1.168e+04,4.297e+05,2.957e+02,4.416e+05
35.4,8.276e+04,1.017e+06,3.030e+02,1.100e+06
36.9,3.603e+05,1.928e+06,4.471e+02,2.289e+06
38.4,6.439e+05,2.038e+06,9.584e+02,2.683e+06
39.9,6.678e+05,1.585e+06,1.513e+03,2.255e+06
41.3,6.132e+05,1.220e+06,2.759e+03,1.836e+06
42.8,6.042e+05,9.285e+05,4.233e+03,1.537e+06
44.3,6.152e+05,6.563e+05,4.452e+03,1.276e+06
45.8,4.908e+05,4.446e+05,2.996e+03,9.384e+05
47.2,3.091e+05,3.445e+05,2.175e+03,6.558e+05
48.7,2.306e+05,2.582e+05,3.429e+03,4.923e+05
50.2,2.037e+05,1.705e+05,7.923e+03,3.822e+05
51.7,1.738e+05,1.209e+05,1.511e+04,3.098e+05
