freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.606e+01,4.031e+01,3.625e+02,4.289e+02
1.5,3.024e+01,3.979e+01,2.766e+02,3.466e+02
3.0,2.137e+01,2.272e+01,6.463e+01,1.087e+02
4.5,2.193e+01,2.235e+01,4.038e+02,4.481e+02
6.0,2.172e+01,2.379e+01,1.612e+03,1.657e+03
7.6,2.215e+01,2.729e+01,2.733e+03,2.782e+03
9.1,2.470e+01,3.141e+01,4.150e+03,4.206e+03
10.6,2.814e+01,2.543e+01,6.300e+03,6.354e+03
12.1,3.615e+01,2.593e+01,9.577e+03,9.640e+03
13.6,4.361e+01,3.204e+01,1.461e+04,1.469e+04
15.1,6.369e+01,4.346e+01,2.325e+04,2.336e+04
16.6,1.636e+02,4.814e+01,3.004e+04,3.026e+04
18.1,1.857e+02,4.914e+01,2.515e+04,2.539e+04
19.6,7.935e+01,8.473e+01,2.560e+04,2.577e+04
21.1,6.424e+01,1.335e+02,3.765e+04,3.785e+04
22.7,1.053e+02,2.478e+02,5.837e+04,5.872e+04
24.2,1.607e+02,3.830e+02,8.296e+04,8.350e+04
25.7,2.007e+02,6.110e+02,1.001e+05,1.009e+05
27.2,3.137e+02,1.195e+03,1.354e+05,1.369e+05
28.7,9.286e+02,3.960e+03,2.595e+05,2.644e+05
30.2,5.071e+03,2.033e+04,5.969e+05,6.223e+05
31.7,1.337e+04,4.622e+04,7.762e+05,8.358e+05
33.2,1.592e+04,4.878e+04,5.898e+05,6.545e+05
34.7,1.394e+04,4.023e+04,3.767e+05,4.309e+05
36.2,1.238e+04,3.293e+04,2.380e+05,2.833e+05
37.8,1.163e+04,2.881e+04,1.487e+05,1.892e+05
39.3,9.842e+03,2.915e+04,8.733e+04,1.263e+05
40.8,8.634e+03,2.508e+04,5.130e+04,8.502e+04
42.3,1.001e+04,1.276e+04,3.536e+04,5.813e+04
43.8,1.061e+04,3.054e+03,2.865e+04,4.232e+04
45.3,9.802e+03,1.745e+03,2.437e+04,3.591e+04
46.8,1.340e+04,5.748e+03,2.022e+04,3.937e+04
48.3,1.677e+04,1.907e+04,1.953e+04,5.536e+04
49.8,1.520e+04,2.944e+04,2.084e+04,6.548e+04
51.4,1.658e+04,3.317e+04,2.629e+04,7.604e+04
52.9,1.872e+04,3.558e+04,3.570e+04,9.001e+04
54.4,2.173e+04,3.590e+04,4.123e+04,9.886e+04
55.9,2.237e+04,3.768e+04,4.513e+04,1.052e+05
57.4,2.014e+04,3.803e+04,4.990e+04,1.081e+05
58.9,1.999e+04,3.715e+04,5.749e+04,1.146e+05
60.4,2.321e+04,3.707e+04,6.886e+04,1.291e+05
61.9,2.757e+04,3.936e+04,7.945e+04,1.464e+05
63.4,2.936e+04,3.539e+04,8.371e+04,1.485e+05
64.9,2.852e+04,2.745e+04,8.055e+04,1.365e+05
66.5,2.470e+04,2.097e+04,7.115e+04,1.168e+05
68.0,2.043e+04,1.506e+04,6.236e+04,9.785e+04
69.5,1.968e+04,1.082e+04,6.039e+04,9.090e+04
71.0,2.169e+04,1.354e+04,6.710e+04,1.023e+05
72.5,2.120e+04,2.550e+04,7.217e+04,1.189e+05
74.0,1.768e+04,3.837e+04,6.860e+04,1.247e+05
75.5,1.448e+04,4.756e+04,6.132e+04,1.234e+05
77.0,1.075e+04,5.027e+04,5.385e+04,1.149e+05
78.5,6.444e+03,4.935e+04,5.042e+04,1.062e+05
80.1,5.862e+03,4.181e+04,4.666e+04,9.434e+04
81.6,7.978e+03,3.331e+04,4.519e+04,8.648e+04
83.1,1.004e+04,2.937e+04,4.430e+04,8.370e+04
84.6,1.264e+04,2.870e+04,4.284e+04,8.418e+04
