freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.650e+01,1.168e+02,6.572e+02,7.905e+02
1.6,2.229e+01,8.074e+01,3.827e+02,4.857e+02
3.1,1.704e+01,1.721e+01,4.242e+01,7.666e+01
4.7,1.712e+01,1.670e+01,3.731e+02,4.070e+02
6.2,1.797e+01,1.841e+01,1.280e+03,1.316e+03
7.8,1.833e+01,1.789e+01,2.142e+03,2.178e+03
9.4,1.728e+01,1.799e+01,3.150e+03,3.185e+03
10.9,1.731e+01,2.027e+01,4.640e+03,4.678e+03
12.5,1.779e+01,2.211e+01,7.184e+03,7.224e+03
14.0,2.002e+01,2.744e+01,1.089e+04,1.094e+04
15.6,3.364e+01,4.061e+01,1.482e+04,1.489e+04
17.2,6.824e+01,5.992e+01,1.872e+04,1.885e+04
18.7,7.762e+01,7.998e+01,2.058e+04,2.074e+04
20.3,5.510e+01,9.126e+01,1.927e+04,1.942e+04
21.8,3.672e+01,1.322e+02,2.262e+04,2.279e+04
23.4,3.363e+01,2.146e+02,3.070e+04,3.095e+04
24.9,3.049e+01,3.333e+02,4.226e+04,4.262e+04
26.5,3.598e+01,4.275e+02,5.704e+04,5.750e+04
28.1,3.772e+01,6.533e+02,7.806e+04,7.875e+04
29.6,4.420e+01,1.502e+03,1.013e+05,1.028e+05
31.2,5.008e+01,2.695e+03,1.314e+05,1.341e+05
32.7,6.062e+01,4.416e+03,2.016e+05,2.061e+05
34.3,8.024e+01,1.192e+04,3.658e+05,3.778e+05
35.9,5.241e+01,4.194e+04,7.292e+05,7.712e+05
37.4,3.985e+01,9.901e+04,1.249e+06,1.348e+06
39.0,8.811e+01,1.566e+05,1.715e+06,1.872e+06
40.5,1.452e+02,2.085e+05,2.018e+06,2.226e+06
42.1,1.897e+02,2.358e+05,1.943e+06,2.179e+06
43.7,1.921e+02,2.381e+05,1.630e+06,1.868e+06
45.2,1.592e+02,2.282e+05,1.284e+06,1.513e+06
46.8,1.411e+02,1.792e+05,8.513e+05,1.031e+06
48.3,1.212e+02,1.088e+05,4.584e+05,5.673e+05
49.9,1.226e+02,7.102e+04,2.684e+05,3.395e+05
51.5,2.377e+02,6.093e+04,2.001e+05,2.613e+05
53.0,1.240e+03,9.329e+04,2.153e+05,3.098e+05
54.6,3.024e+03,1.291e+05,2.168e+05,3.489e+05
56.1,2.454e+03,9.962e+04,1.459e+05,2.480e+05
57.7,1.906e+03,7.123e+04,8.987e+04,1.630e+05
59.3,1.483e+03,5.805e+04,5.950e+04,1.190e+05
60.8,1.051e+03,4.976e+04,4.161e+04,9.242e+04
62.4,6.850e+02,4.199e+04,3.050e+04,7.318e+04
63.9,3.739e+02,3.169e+04,2.233e+04,5.439e+04
65.5,2.287e+02,2.498e+04,1.727e+04,4.247e+04
67.1,3.094e+02,2.161e+04,1.441e+04,3.634e+04
68.6,7.837e+02,1.973e+04,1.297e+04,3.348e+04
70.2,1.429e+03,1.913e+04,1.224e+04,3.280e+04
71.7,1.757e+03,1.809e+04,1.220e+04,3.205e+04
73.3,1.980e+03,1.764e+04,1.217e+04,3.179e+04
74.8,1.436e+03,2.240e+04,1.223e+04,3.607e+04
76.4,1.044e+03,3.655e+04,1.272e+04,5.032e+04
78.0,1.182e+03,6.543e+04,1.393e+04,8.054e+04
79.5,1.047e+03,1.164e+05,1.564e+04,1.330e+05
81.1,8.795e+02,1.597e+05,1.404e+04,1.747e+05
82.6,9.616e+02,1.733e+05,1.002e+04,1.843e+05
84.2,1.239e+03,1.702e+05,6.371e+03,1.778e+05
85.8,2.014e+03,1.572e+05,3.609e+03,1.628e+05
87.3,2.461e+03,1.307e+05,1.730e+03,1.349e+05
88.9,2.656e+03,1.040e+05,7.723e+02,1.074e+05
90.4,4.025e+03,1.122e+05,8.649e+02,1.170e+05
92.0,4.321e+03,1.106e+05,7.963e+02,1.158e+05
93.6,3.147e+03,8.917e+04,5.752e+02,9.290e+04
95.1,1.891e+03,6.847e+04,8.787e+02,7.124e+04
96.7,2.125e+03,5.759e+04,2.192e+03,6.191e+04
