freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.763e+02,6.166e+01,3.791e+01,3.758e+02
1.6,1.643e+02,4.718e+01,4.405e+01,2.555e+02
3.1,2.426e+01,2.013e+01,3.054e+01,7.493e+01
4.7,2.682e+02,9.881e+01,3.147e+01,3.985e+02
6.2,9.294e+02,3.035e+02,3.121e+01,1.264e+03
7.8,1.529e+03,4.940e+02,3.129e+01,2.055e+03
9.4,2.247e+03,7.094e+02,3.152e+01,2.988e+03
10.9,3.170e+03,9.907e+02,2.921e+01,4.190e+03
12.5,4.376e+03,1.363e+03,2.883e+01,5.768e+03
14.1,6.107e+03,1.870e+03,3.186e+01,8.009e+03
15.6,8.254e+03,2.526e+03,3.023e+01,1.081e+04
17.2,7.910e+03,2.480e+03,3.066e+01,1.042e+04
18.7,7.528e+03,2.374e+03,3.105e+01,9.933e+03
20.3,9.636e+03,2.997e+03,2.941e+01,1.266e+04
21.9,1.232e+04,3.796e+03,3.098e+01,1.615e+04
23.4,1.544e+04,4.713e+03,3.310e+01,2.019e+04
25.0,1.900e+04,5.743e+03,3.323e+01,2.477e+04
26.6,2.271e+04,6.872e+03,4.186e+01,2.963e+04
28.1,2.744e+04,8.168e+03,5.555e+01,3.567e+04
29.7,3.314e+04,9.839e+03,8.192e+01,4.306e+04
31.2,3.974e+04,1.161e+04,1.162e+02,5.147e+04
32.8,4.778e+04,1.385e+04,1.748e+02,6.181e+04
34.4,5.869e+04,1.691e+04,2.381e+02,7.584e+04
35.9,7.263e+04,2.040e+04,4.541e+02,9.349e+04
37.5,9.381e+04,2.561e+04,1.580e+03,1.210e+05
39.1,1.209e+05,3.137e+04,5.340e+03,1.576e+05
40.6,1.529e+05,3.669e+04,1.114e+04,2.007e+05
42.2,2.042e+05,4.521e+04,1.710e+04,2.665e+05
43.7,2.749e+05,5.536e+04,2.330e+04,3.535e+05
45.3,3.558e+05,6.730e+04,3.496e+04,4.580e+05
46.9,4.758e+05,8.601e+04,5.790e+04,6.197e+05
48.4,6.053e+05,1.024e+05,8.274e+04,7.904e+05
50.0,6.347e+05,1.014e+05,9.108e+04,8.272e+05
51.6,5.900e+05,8.597e+04,9.293e+04,7.688e+05
53.1,5.109e+05,6.790e+04,8.978e+04,6.686e+05
54.7,4.125e+05,5.084e+04,8.162e+04,5.450e+05
56.2,3.034e+05,3.463e+04,6.898e+04,4.070e+05
57.8,2.081e+05,2.247e+04,5.600e+04,2.866e+05
59.4,1.347e+05,1.486e+04,4.341e+04,1.930e+05
60.9,8.537e+04,1.012e+04,3.303e+04,1.285e+05
62.5,5.619e+04,7.685e+03,2.632e+04,9.020e+04
64.1,3.677e+04,6.481e+03,2.058e+04,6.383e+04
65.6,2.369e+04,5.572e+03,1.522e+04,4.448e+04
67.2,1.572e+04,4.333e+03,1.122e+04,3.127e+04
68.7,1.150e+04,4.084e+03,8.681e+03,2.426e+04
70.3,8.581e+03,3.693e+03,6.691e+03,1.897e+04
